"","country","region","year","co2","population","gdp","tpes"
"375","Morocco","Africa",1973,8.327176,17.097,40.899,147.5472
"376","Mozambique","Africa",1973,2.771503,9.901,6.109,284.6326
"377","Namibia","Africa",1973,NA,NA,NA,NA
"378","Niger","Africa",1973,NA,NA,NA,NA
"379","Nigeria","Africa",1973,8.414797,60.285,244.126,1502.8189
"380","Senegal","Africa",1973,1.378641,4.625,9.005,55.2199
"381","South Africa","Africa",1973,178.439575,24.385,244.84,2059.2283
"382","South Sudan","Africa",1973,NA,NA,NA,NA
"383","Sudan","Africa",1973,4.54486,15.201,23.892,308.3997
"384","United Rep. of Tanzania","Africa",1973,1.671943,14.985,19.443,322.0962
"385","Togo","Africa",1973,0.304612,2.303,3.323,31.2454
"386","Tunisia","Africa",1973,4.228218,5.405,20.369,78.9643
"387","Zambia","Africa",1973,4.133688,4.644,15.668,165.8585
"388","Zimbabwe","Africa",1973,8.005869,5.768,14.989,245.6611
"389","Other Africa","Africa",1973,8.548689,72.328,101.042,971.3698
"390","Bangladesh","Asia",1973,3.414197,68.658,70.093,265.9851
"391","Brunei Darussalam","Asia",1973,0.684988,0.148,13.677,14.4214
"392","Cambodia","Asia",1973,NA,NA,NA,NA
"393","DPR of Korea","Asia",1973,72.864911,15.603,39.495,862.0671
"394","India","Asia",1973,188.033978,593.452,684.053,6688.7014
"395","Indonesia","Asia",1973,32.102571,124.242,291.308,1597.3479
"396","Malaysia","Asia",1973,13.019736,11.742,63.449,254.1234
"397","Mongolia","Asia",1973,NA,NA,NA,NA
"398","Myanmar","Asia",1973,3.442169,29.21,23.991,331.4864
"399","Nepal","Asia",1973,0.394243,12.753,11.442,162.1466
"400","Pakistan","Asia",1973,16.98434,63.062,120.247,769.0544
"401","Philippines","Asia",1973,27.252681,39.026,140.335,718.8612
"402","Singapore","Asia",1973,8.118864,2.193,28.921,157.1748
"403","Sri Lanka","Asia",1973,3.532554,13.091,28.566,173.0668
"404","Chinese Taipei","Asia",1973,38.086286,15.486,80.813,549.0409
"405","Thailand","Asia",1973,20.71013,40.165,107.587,653.4487
"406","Viet Nam","Asia",1973,17.592382,45.825,47.772,584.3199
"407","Other Asia","Asia",1973,11.587161,29.191,45.38,253.7359
"408","People's Rep. of China","China",1973,864.136296,881.94,453.298,17861.295
"409","Hong Kong, China","China",1973,9.625616,4.242,44.278,132.7606
"410","Argentina","Non-OECD Americas",1973,87.315785,25.213,289.429,1490.0242
"411","Bolivia","Non-OECD Americas",1973,2.528815,4.799,20.129,49.9589
"412","Brazil","Non-OECD Americas",1973,112.046567,103.321,809.295,3432.2991
"413","Colombia","Non-OECD Americas",1973,28.659743,23.675,126.667,583.8902
"414","Costa Rica","Non-OECD Americas",1973,1.628736,1.996,12.899,39.3141
"415","Cuba","Non-OECD Americas",1973,21.695163,9.176,73.268,451.5934
"416","Curaçao","Non-OECD Americas",1973,15.600558,0.165,1.027,250.4043
"417","Dominican Republic","Non-OECD Americas",1973,4.634559,4.889,20.518,120.0251
"418","Ecuador","Non-OECD Americas",1973,3.966804,6.612,37.787,98.4639
"419","El Salvador","Non-OECD Americas",1973,1.68482,3.959,22.39,82.8816
"420","Guatemala","Non-OECD Americas",1973,2.630045,5.902,29.631,123.3276
"421","Haiti","Non-OECD Americas",1973,0.365263,4.961,10.64,66.5474
"422","Honduras","Non-OECD Americas",1973,1.26574,2.928,8.498,61.7659
"423","Jamaica","Non-OECD Americas",1973,8.063901,1.96,16.413,122.1111
"424","Nicaragua","Non-OECD Americas",1973,1.668175,2.63,15.257,56.4935
"425","Panama","Non-OECD Americas",1973,2.916585,1.653,11.884,85.184
"426","Paraguay","Non-OECD Americas",1973,0.70288,2.659,8.584,63.6117
"427","Peru","Non-OECD Americas",1973,16.247158,14.448,100.003,398.2132
"428","Suriname","Non-OECD Americas",1973,NA,NA,NA,NA
"429","Trinidad and Tobago","Non-OECD Americas",1973,5.665615,0.983,13.003,110.4801
"430","Uruguay","Non-OECD Americas",1973,5.216445,2.822,22.048,99.9269
"431","Venezuela","Non-OECD Americas",1973,55.023604,12.637,218.764,798.6808
"432","Other Non-OECD Americas","Non-OECD Americas",1973,10.39878,2.647,18.239,240.9033
"433","Bahrain","Middle East",1973,4.266394,0.24,4.824,85.1956
"434","Islamic Rep. of Iran","Middle East",1973,51.967249,30.904,617.086,864.1474
"435","Iraq","Middle East",1973,11.803941,10.951,45.924,194.7904
"436","Jordan","Middle East",1973,1.721307,1.874,8.728,25.7362
"437","Kuwait","Middle East",1973,16.251725,0.927,115.797,298.4696
"438","Lebanon","Middle East",1973,6.385403,2.48,36.864,99.578
"439","Oman","Middle East",1973,0.290725,0.807,14.637,4.0436
"440","Qatar","Middle East",1973,3.455524,0.142,45.456,59.9789
"441","Saudi Arabia","Middle East",1973,17.560602,6.697,352.447,302.8255
"442","Syrian Arab Republic","Middle East",1973,4.928924,7.066,20.378,86.1835
"443","United Arab Emirates","Middle East",1973,3.232639,0.383,75.483,54.635
"444","Yemen","Middle East",1973,1.861299,6.488,11.032,40.6389
"445","Canada","OECD Americas",1974,385.256192,22.808,539.504,6770.4115
"446","Chile","OECD Americas",1974,19.702818,10.243,59.741,353.3345
"447","Mexico","OECD Americas",1974,128.249601,58.94,584.018,2341.8924
"448","United States","OECD Americas",1974,4538.990865,213.898,5461.938,70819.5841
"449","Australia","OECD Asia Oceania",1974,172.534387,13.832,305.355,2467.2302
"450","Israel","OECD Asia Oceania",1974,15.820818,3.377,51.924,245.0164
"451","Japan","OECD Asia Oceania",1974,885.685119,110.405,1781.318,13487.3892
"452","Korea","OECD Asia Oceania",1974,71.61323,34.692,119.723,980.8328
"453","New Zealand","OECD Asia Oceania",1974,17.39223,3.032,65.689,364.9204
"454","Austria","OECD Europe",1974,51.121934,7.599,159.306,868.7064
"455","Belgium","OECD Europe",1974,130.865178,9.755,212.339,1889.2571
"456","Czech Republic","OECD Europe",1974,148.57031,9.989,154.927,1754.2035
"457","Denmark","OECD Europe",1974,50.000012,5.045,123.116,737.1322
"458","Estonia","OECD Europe",1974,NA,NA,NA,NA
"459","Finland","OECD Europe",1974,44.193042,4.691,86.593,860.9218
"460","France","OECD Europe",1974,456.372458,53.676,1129.851,7299.8237
"461","Germany","OECD Europe",1974,1025.951516,78.979,1639.072,13748.1129
"462","Greece","OECD Europe",1974,32.258671,9.055,148.23,471.4096
"463","Hungary","OECD Europe",1974,68.775748,10.472,124.438,922.1902
"464","Iceland","OECD Europe",1974,1.660928,0.215,4.107,46.243
"465","Ireland","OECD Europe",1974,22.593917,3.124,39.04,297.9382
"466","Italy","OECD Europe",1974,331.308292,55.111,1109.211,5104.4055
"467","Latvia","OECD Europe",1974,NA,NA,NA,NA
"468","Luxembourg","OECD Europe",1974,15.994239,0.355,11.634,193.6032
"469","Netherlands","OECD Europe",1974,140.089437,13.543,327.01,2552.7719
"470","Norway","OECD Europe",1974,22.692512,3.985,100.088,597.4402
"471","Poland","OECD Europe",1974,325.225287,33.691,349.546,4063.9813
"472","Portugal","OECD Europe",1974,16.481604,8.84,119.722,302.1513
"473","Slovak Republic","OECD Europe",1974,41.850423,4.689,58.014,680.1525
"474","Slovenia","OECD Europe",1974,NA,NA,NA,NA
"475","Spain","OECD Europe",1974,150.840409,35.591,614.018,2340.1837
"476","Sweden","OECD Europe",1974,76.482444,8.161,188.674,1540.9522
"477","Switzerland","OECD Europe",1974,38.494062,6.46,243.492,739.0285
"478","Turkey","OECD Europe",1974,55.302658,39.036,297.457,1055.2163
"479","United Kingdom","OECD Europe",1974,595.048579,56.236,1030.251,8792.7007
"480","Albania","Non-OECD Europe and Eurasia",1974,4.112359,2.35,8.85,76.4465
"481","Armenia","Non-OECD Europe and Eurasia",1974,NA,NA,NA,NA
"482","Azerbaijan","Non-OECD Europe and Eurasia",1974,NA,NA,NA,NA
"483","Belarus","Non-OECD Europe and Eurasia",1974,NA,NA,NA,NA
"484","Bosnia and Herzegovina","Non-OECD Europe and Eurasia",1974,NA,NA,NA,NA
"485","Bulgaria","Non-OECD Europe and Eurasia",1974,68.785236,8.679,42.949,895.0485
"486","Croatia","Non-OECD Europe and Eurasia",1974,NA,NA,NA,NA
"487","Cyprus","Non-OECD Europe and Eurasia",1974,1.734806,0.638,3.96,24.8696
"488","FYR of Macedonia","Non-OECD Europe and Eurasia",1974,NA,NA,NA,NA
"489","Georgia","Non-OECD Europe and Eurasia",1974,NA,NA,NA,NA
"490","Gibraltar","Non-OECD Europe and Eurasia",1974,0.059024,0.026,0.408,1.187
"491","Kazakhstan","Non-OECD Europe and Eurasia",1974,NA,NA,NA,NA
"492","Kosovo","Non-OECD Europe and Eurasia",1974,NA,NA,NA,NA
"493","Kyrgyzstan","Non-OECD Europe and Eurasia",1974,NA,NA,NA,NA
"494","Lithuania","Non-OECD Europe and Eurasia",1974,NA,NA,NA,NA
"495","Malta","Non-OECD Europe and Eurasia",1974,0.725612,0.302,1.782,9.8049
"496","Republic of Moldova","Non-OECD Europe and Eurasia",1974,NA,NA,NA,NA
"497","Montenegro","Non-OECD Europe and Eurasia",1974,NA,NA,NA,NA
"498","Romania","Non-OECD Europe and Eurasia",1974,129.771355,21.029,146.176,2012.3711
"499","Russian Federation","Non-OECD Europe and Eurasia",1974,NA,NA,NA,NA
"500","Serbia","Non-OECD Europe and Eurasia",1974,NA,NA,NA,NA
"501","Tajikistan","Non-OECD Europe and Eurasia",1974,NA,NA,NA,NA
"502","Turkmenistan","Non-OECD Europe and Eurasia",1974,NA,NA,NA,NA
"503","Ukraine","Non-OECD Europe and Eurasia",1974,NA,NA,NA,NA
"504","Uzbekistan","Non-OECD Europe and Eurasia",1974,NA,NA,NA,NA
"505","Former Soviet Union (if no detail)","Non-OECD Europe and Eurasia",1974,2311.691046,250.337,2319.022,37308.4107
"506","Former Yugoslavia (if no detail)","Non-OECD Europe and Eurasia",1974,71.539702,20.579,165.85,1063.7921
"507","Algeria","Africa",1974,11.939538,16.247,139.501,217.146
"508","Angola","Africa",1974,2.252975,6.924,41.626,176.6766
"509","Benin","Africa",1974,0.421284,3.185,4.473,50.5825
"510","Botswana","Africa",1974,NA,NA,NA,NA
"511","Cameroon","Africa",1974,0.795235,7.53,15.563,121.1223
"512","Congo","Africa",1974,0.603386,1.51,5.646,22.7364
"513","Côte d'Ivoire","Africa",1974,2.807975,6.308,26.951,117.6141
"514","Dem. Rep. of Congo","Africa",1974,2.688877,22.282,45.163,304.9691
"515","Egypt","Africa",1974,23.422601,37.816,112.229,375.5041
"516","Eritrea","Africa",1974,NA,NA,NA,NA
"517","Ethiopia","Africa",1974,1.321322,31.855,25.337,632.0109
"518","Gabon","Africa",1974,0.55915,0.637,13.756,65.8779
"519","Ghana","Africa",1974,2.180501,9.604,24.219,147.9281
"520","Kenya","Africa",1974,3.524097,12.997,26.736,246.9265
"521","Libya","Africa",1974,6.778799,2.514,102.668,121.3259
"522","Mauritius","Africa",1974,0.396986,0.878,3.25,16.5216
"523","Morocco","Africa",1974,9.098382,17.467,43.187,159.9777
"524","Mozambique","Africa",1974,2.67365,10.141,5.446,282.2801
"525","Namibia","Africa",1974,NA,NA,NA,NA
"526","Niger","Africa",1974,NA,NA,NA,NA
"527","Nigeria","Africa",1974,9.197553,61.857,271.372,1550.3894
"528","Senegal","Africa",1974,1.46908,4.765,9.383,56.7424
"529","South Africa","Africa",1974,185.295977,25.041,259.802,2135.2332
"530","South Sudan","Africa",1974,NA,NA,NA,NA
"531","Sudan","Africa",1974,4.267768,15.684,26.626,311.6327
"532","United Rep. of Tanzania","Africa",1974,1.5035,15.477,19.931,321.0107
"533","Togo","Africa",1974,0.272877,2.357,3.484,31.2335
"534","Tunisia","Africa",1974,4.778773,5.527,22.014,87.9628
"535","Zambia","Africa",1974,4.129766,4.811,16.676,172.8954
"536","Zimbabwe","Africa",1974,7.657206,5.968,15.983,248.8584
"537","Other Africa","Africa",1974,9.066424,74.025,104.704,990.4322
"538","Bangladesh","Asia",1974,3.894552,69.838,76.816,274.7272
"539","Brunei Darussalam","Asia",1974,1.141828,0.154,14.311,24.8627
"540","Cambodia","Asia",1974,NA,NA,NA,NA
"541","DPR of Korea","Asia",1974,75.918485,15.96,43.704,900.783
"542","India","Asia",1974,203.384979,607.447,692.162,6951.2904
"543","Indonesia","Asia",1974,35.246051,127.465,313.548,1656.063
"544","Malaysia","Asia",1974,15.233966,12.026,68.721,287.254
"545","Mongolia","Asia",1974,NA,NA,NA,NA
"546","Myanmar","Asia",1974,4.024917,29.917,25.272,345.0426
"547","Nepal","Asia",1974,0.373841,13.028,12.167,165.4195
"548","Pakistan","Asia",1974,17.953448,64.874,124.504,814.9296
"549","Philippines","Asia",1974,26.132543,40.15,145.328,720.8668
"550","Singapore","Asia",1974,8.461056,2.23,30.791,167.6677
"551","Sri Lanka","Asia",1974,2.885939,13.284,29.665,164.4392
"552","Chinese Taipei","Asia",1974,37.125629,15.774,91.656,538.5738
"553","Thailand","Asia",1974,20.641213,41.26,112.392,667.4079
"554","Viet Nam","Asia",1974,14.411407,46.918,50.552,547.9292
"555","Other Asia","Asia",1974,13.681004,29.813,47.604,282.906
"556","People's Rep. of China","China",1974,881.699108,900.35,463.769,18326.5173
"557","Hong Kong, China","China",1974,11.000434,4.378,45.348,146.1679
"558","Argentina","Non-OECD Americas",1974,87.315257,25.645,305.446,1519.9964
"559","Bolivia","Non-OECD Americas",1974,2.737131,4.902,20.721,53.5045
"560","Brazil","Non-OECD Americas",1974,121.794059,105.846,882.472,3652.6015
"561","Colombia","Non-OECD Americas",1974,30.813533,24.208,133.941,618.3745
"562","Costa Rica","Non-OECD Americas",1974,1.575975,2.046,13.614,38.4557
"563","Cuba","Non-OECD Americas",1974,23.549153,9.315,73.989,478.3114
"564","Curaçao","Non-OECD Americas",1974,14.116536,0.167,1.071,233.2746
"565","Dominican Republic","Non-OECD Americas",1974,4.996545,5.019,21.749,126.2918
"566","Ecuador","Non-OECD Americas",1974,5.233913,6.798,42.022,119.296
"567","El Salvador","Non-OECD Americas",1974,1.688263,4.054,23.585,84.7456
"568","Guatemala","Non-OECD Americas",1974,2.713141,6.069,31.52,126.7271
"569","Haiti","Non-OECD Americas",1974,0.408638,5.048,11.312,69.3184
"570","Honduras","Non-OECD Americas",1974,1.248853,3.016,8.394,62.7291
"571","Jamaica","Non-OECD Americas",1974,7.412055,1.99,15.718,114.3226
"572","Nicaragua","Non-OECD Americas",1974,1.837214,2.712,17.422,59.2991
"573","Panama","Non-OECD Americas",1974,2.977249,1.699,12.175,83.7738
"574","Paraguay","Non-OECD Americas",1974,0.665941,2.724,9.304,63.0899
"575","Peru","Non-OECD Americas",1974,17.484791,14.833,109.39,421.2712
"576","Suriname","Non-OECD Americas",1974,NA,NA,NA,NA
"577","Trinidad and Tobago","Non-OECD Americas",1974,5.192681,0.997,13.498,111.9808
"578","Uruguay","Non-OECD Americas",1974,5.034968,2.824,22.686,98.416
"579","Venezuela","Non-OECD Americas",1974,56.248822,12.994,223.291,944.3126
"580","Other Non-OECD Americas","Non-OECD Americas",1974,8.571963,2.667,18.086,218.0344
"581","Bahrain","Middle East",1974,5.048011,0.252,8.237,95.0187
"582","Islamic Rep. of Iran","Middle East",1974,58.684321,31.785,652.883,1027.3692
"583","Iraq","Middle East",1974,12.823152,11.312,53.324,211.7809
"584","Jordan","Middle East",1974,1.828688,1.93,8.728,27.182
"585","Kuwait","Middle East",1974,15.708722,0.988,104.735,285.2067
"586","Lebanon","Middle East",1974,6.4862,2.536,38.098,102.3729
"587","Oman","Middle East",1974,0.448854,0.842,16.32,6.2401
"588","Qatar","Middle East",1974,2.99779,0.154,41.067,51.5391
"589","Saudi Arabia","Middle East",1974,20.198917,7.045,432.09,338.8411
"590","Syrian Arab Republic","Middle East",1974,6.982073,7.312,25.294,110.8158
"591","United Arab Emirates","Middle East",1974,3.370222,0.452,86.427,56.1533
"592","Yemen","Middle East",1974,1.843123,6.626,11.782,33.4648
"593","Canada","OECD Americas",1975,377.025753,23.143,549.339,6947.8618
"594","Chile","OECD Americas",1975,17.105471,10.412,52.956,319.5474
"595","Mexico","OECD Americas",1975,134.521637,60.795,616.788,2476.262
"596","United States","OECD Americas",1975,4354.96582,215.981,5451.141,69230.6729
"597","Australia","OECD Asia Oceania",1975,179.452326,13.969,313.266,2527.8723
"598","Israel","OECD Asia Oceania",1975,16.407455,3.455,53.607,294.0474
"599","Japan","OECD Asia Oceania",1975,849.548193,111.768,1836.388,12772.0149
"600","Korea","OECD Asia Oceania",1975,77.715355,35.281,129.138,1024.1528
"601","New Zealand","OECD Asia Oceania",1975,16.431083,3.087,64.551,357.8551
"602","Austria","OECD Europe",1975,49.476613,7.579,158.729,842.4194
"603","Belgium","OECD Europe",1975,115.50497,9.782,209.521,1771.8032
"604","Czech Republic","OECD Europe",1975,155.064087,10.062,159.493,1828.9696
"605","Denmark","OECD Europe",1975,52.628226,5.06,121.323,731.5492
"606","Estonia","OECD Europe",1975,NA,NA,NA,NA
"607","Finland","OECD Europe",1975,44.172767,4.711,88.156,824.898
"608","France","OECD Europe",1975,422.945178,53.926,1118.776,6906.6263
"609","Germany","OECD Europe",1975,973.448218,78.679,1624.866,13126.124
"610","Greece","OECD Europe",1975,34.102207,9.14,157.668,491.7086
"611","Hungary","OECD Europe",1975,70.188778,10.532,128.119,959.0771
"612","Iceland","OECD Europe",1975,1.613554,0.218,4.133,46.2855
"613","Ireland","OECD Europe",1975,21.141996,3.177,41.249,278.2968
"614","Italy","OECD Europe",1975,316.940816,55.441,1086.026,4888.6381
"615","Latvia","OECD Europe",1975,NA,NA,NA,NA
"616","Luxembourg","OECD Europe",1975,12.726116,0.359,10.869,157.8743
"617","Netherlands","OECD Europe",1975,131.90807,13.66,327.412,2471.0981
"618","Norway","OECD Europe",1975,23.596917,4.007,105.045,612.6724
"619","Poland","OECD Europe",1975,338.914929,34.022,366.285,4314.3546
"620","Portugal","OECD Europe",1975,18.024755,9.182,114.517,321.851
"621","Slovak Republic","OECD Europe",1975,43.164216,4.738,59.723,702.3717
"622","Slovenia","OECD Europe",1975,NA,NA,NA,NA
"623","Spain","OECD Europe",1975,155.780628,35.964,617.348,2406.9684
"624","Sweden","OECD Europe",1975,79.008557,8.192,193.491,1634.2277
"625","Switzerland","OECD Europe",1975,36.741235,6.404,225.758,719.4008
"626","Turkey","OECD Europe",1975,59.627872,40.078,318.794,1120.2335
"627","United Kingdom","OECD Europe",1975,575.916973,56.226,1014.918,8347.0726
"628","Albania","Non-OECD Europe and Eurasia",1975,4.339286,2.405,9.37,83.2621
"629","Armenia","Non-OECD Europe and Eurasia",1975,NA,NA,NA,NA
"630","Azerbaijan","Non-OECD Europe and Eurasia",1975,NA,NA,NA,NA
"631","Belarus","Non-OECD Europe and Eurasia",1975,NA,NA,NA,NA
"632","Bosnia and Herzegovina","Non-OECD Europe and Eurasia",1975,NA,NA,NA,NA
"633","Bulgaria","Non-OECD Europe and Eurasia",1975,73.32272,8.721,46.726,973.2126
"634","Croatia","Non-OECD Europe and Eurasia",1975,NA,NA,NA,NA
"635","Cyprus","Non-OECD Europe and Eurasia",1975,1.657628,0.506,4.212,23.6452
"636","FYR of Macedonia","Non-OECD Europe and Eurasia",1975,NA,NA,NA,NA
"637","Georgia","Non-OECD Europe and Eurasia",1975,NA,NA,NA,NA
"638","Gibraltar","Non-OECD Europe and Eurasia",1975,0.062013,0.026,0.406,1.3084
"639","Kazakhstan","Non-OECD Europe and Eurasia",1975,NA,NA,NA,NA
"640","Kosovo","Non-OECD Europe and Eurasia",1975,NA,NA,NA,NA
"641","Kyrgyzstan","Non-OECD Europe and Eurasia",1975,NA,NA,NA,NA
"642","Lithuania","Non-OECD Europe and Eurasia",1975,NA,NA,NA,NA
"643","Malta","Non-OECD Europe and Eurasia",1975,0.651097,0.304,2.13,8.763
"644","Republic of Moldova","Non-OECD Europe and Eurasia",1975,NA,NA,NA,NA
"645","Montenegro","Non-OECD Europe and Eurasia",1975,NA,NA,NA,NA
"646","Romania","Non-OECD Europe and Eurasia",1975,140.572384,21.294,161.297,2168.8276
"647","Russian Federation","Non-OECD Europe and Eurasia",1975,NA,NA,NA,NA
"648","Serbia","Non-OECD Europe and Eurasia",1975,NA,NA,NA,NA
"649","Tajikistan","Non-OECD Europe and Eurasia",1975,NA,NA,NA,NA
"650","Turkmenistan","Non-OECD Europe and Eurasia",1975,NA,NA,NA,NA
"651","Ukraine","Non-OECD Europe and Eurasia",1975,NA,NA,NA,NA
"652","Uzbekistan","Non-OECD Europe and Eurasia",1975,NA,NA,NA,NA
"653","Former Soviet Union (if no detail)","Non-OECD Europe and Eurasia",1975,2480.555142,252.558,2410.333,39351.2203
"654","Former Yugoslavia (if no detail)","Non-OECD Europe and Eurasia",1975,73.502191,20.773,166.94,1067.9422
"655","Algeria","Africa",1975,13.548417,16.709,146.54,231.138
"656","Angola","Africa",1975,1.955011,7.107,40.773,172.5344
"657","Benin","Africa",1975,0.46259,3.263,4.254,52.0653
